member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1,sell_1,qty_2,sell_2,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL
1,S005115,Bags Stock - Grace Collection Products Catalogue V1,,,,14MG1000,Classic Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Zippered front pocket, Zippered pockets at each end, Large main compartment closes with double zip, Strong carry handle with wraparound velcro closure, Studded base for durability",,,600 Denier Nylon,60cm (W) x 33cm (H) x 27cm (D),,G1000.jpg,,,"Black/Yellow, Maroon/White, Navy/White, Black, Black/Red, Black/Royal","Black-Yellow, Maroon-White, Navy-White, Black, Black-Red, Black-Royal",,,,,,,"Top Panel: 20cm (W) x 15cm (H), Front Panel: 25cm (W) x 15cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,35.17,50,33.39,100,33.06,250,28.19,,, ,,,,,,,,75,,,,,,,,,"16 units-box, 55cm x 37cm x 52cm, 21kg",,,,
254,,Clothing Stock - Grace Collection Products Catalogue V85,,,,14MST1510,Bentley Tshirt - Unisex ,,,,Apparel | T-Shirts,,,NO,"190gsm, Long sleeve T-shirt, Crew neck collar, Ribbed cuff, Unisex design",,,100% cotton,,,ST1510.jpg,,,,"Marble, Navy, Black, White",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,27.85,50,24.83,100,23.71,250,20.93,,,,,,,,,,,75,,,,,,,,,,,,,
255,,Clothing Stock - Grace Collection Products Catalogue V86,,,,14MSTB1010,Geneva Business Shirt - Mens ,,,,Apparel | Shirts,,,NO,"Left chest pocket and long sleeve cuff, Self-fabric collar",,,45% polyester and 55% cotton,,,STB1010_1011.jpg,,,,"White, Blck, Charcoal, Blue",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,36.83,50,33.71,100,33.39,250,27.78,,,,,,,,,,,75,,,,,,,,,,,,,
256,,Clothing Stock - Grace Collection Products Catalogue V87,,,,14MSTB1011,Dahlia Business Shirt - Ladies ,,,,Apparel | Shirts,,,NO,"3/4 sleeve cuff, Self-fabric collar",,,45% polyester and 55% cotton,,,STB1010_1011.jpg,,,,"White, Blck, Charcoal, Blue",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,35,50,33,100,31.61,250,28.26,,,,,,,,,,,75,,,,,,,,,,,,,
257,,Clothing Stock - Grace Collection Products Catalogue V88,,,,14MSTB1025,Bellevue Buisness Shirt - Mens,,,,Apparel | Shirts,,,NO,"Left chest pocket, Long sleeve cuff, Self-fabric collar",,,65% polyester and 35% cotton,,,STB1025_1026.jpg,,,,"Sky, Black, Royal, White",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,35.67,50,32.58,100,32.26,250,28.86,,,,,,,,,,,75,,,,,,,,,,,,,
258,,Clothing Stock - Grace Collection Products Catalogue V89,,,,14MSTB1026,Somerset Business - Ladies ,,,,Apparel | Shirts,,,NO,"Ladies fitted style with side split, 3/4 sleeve cuff, Self-fabric collar",,,65% polyester and 35% cotton,,,STB1025_1026.jpg,,,,"Sky, Black, Royal, White",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,35,50,33,100,31.61,250,28.26,,,,,,,,,,,75,,,,,,,,,,,,,
259,,Clothing Stock - Grace Collection Products Catalogue V90,,,,14MSTB1030,Balmain Business Shirt - Mens,,,,Apparel | Shirts,,,NO,"Left chest pocket, Long sleeve cuff, Self-fabric collar, Available in Chambray blue only",,,65% polyester and 35% cotton,,,STB1030_1031.jpg,,,,Chambray Blue,,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,34.08,50,30.83,100,29.52,250,26.32,,,,,,,,,,,75,,,,,,,,,,,,,
260,,Clothing Stock - Grace Collection Products Catalogue V91,,,,14MSTB1031,Lancaster Business Shirt- Ladies ,,,,Apparel | Shirts,,,NO,"Ladies fitted style with side split, Left chest pocket and long sleeve cuff, Self-fabric collar, Available in Chambray blue only",,,65% polyester and 35% cotton,,,STB1030_1031.jpg,,,,Chambray Blue,,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,33.04,50,29.83,100,28.55,250,25.42,,,,,,,,,,,75,,,,,,,,,,,,,
261,,Clothing Stock - Grace Collection Products Catalogue V92,,,,14MSTB1035,Oakwood Business Shirt - Mens ,,,,Apparel | Shirts,,,NO,"Left chest pocket, Short sleeve, Self-fabric collar, Available in Chambray blue only",,,65% polyester and 35% cotton,,,STB1035_1036.jpg,,,,Chambray Blue,,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,32.87,50,29.67,100,28.39,250,25.27,,,,,,,,,,,75,,,,,,,,,,,,,
262,,Clothing Stock - Grace Collection Products Catalogue V93,,,,14MSTB1036,Maddiston Business Shirt- Ladies ,,,,Apparel | Shirts,,,NO,"Ladies fitted style with side split, Left chest pocket, Short sleeve, Self-fabric collar, Available in Chambray blue only",,,65% polyester and 35% cotton,,,STB1035_1036.jpg,,,,Chambray Blue,,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,32.18,50,29,100,27.74,250,24.67,,,,,,,,,,,75,,,,,,,,,,,,,
263,,Clothing Stock - Grace Collection Products Catalogue V94,,,,14MSTB1040,Earlstone Business Shirt - Mens ,,,,Apparel | Shirts,,,NO,"Left chest pocket, Pin-stripe design, Long sleeve cuff, Self-fabric collar",,,65% polyester and 35% cotton,,,STB1040_1041.jpg,,,,"White-Navy, White-Red, White-Royal, White-Sky",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,38.17,50,35,100,34.68,250,28.89,,,,,,,,,,,75,,,,,,,,,,,,,
264,,Clothing Stock - Grace Collection Products Catalogue V95,,,,14MSTB1041,Ashwell Business Shirt- Ladies ,,,,Apparel | Shirts,,,NO,"Ladies fitted style with side split, Pin-stripe design, 3/4 sleeve cuff, Self-fabric collar",,,65% polyester and 35% cotton,,,STB1040_1041.jpg,,,,"White-Navy, Whtie-Red, White-Royal, White-Sky",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,37.17,50,34.03,100,33.71,250,28.06,,,,,,,,,,,75,,,,,,,,,,,,,
265,,Clothing Stock - Grace Collection Products Catalogue V96,,,,14MSTB1050,Thorpe Business Shirt- Mens ,,,,Apparel | Shirts,,,NO,"Left chest pocket, Long sleeve cuff, Self-fabric collar",,,65% polyester and 35% cotton,,,STB1050.jpg,,,,"Blue, Black, Navy, Maroon, White",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,34.5,50,32.5,100,31.13,250,27.81,,,,,,,,,,,75,,,,,,,,,,,,,
266,,Clothing Stock - Grace Collection Products Catalogue V97,,,,14MSTB1051,Yardley Business Shirt- Ladies ,,,,Apparel | Shirts,,,NO,"Ladies fitted style with side split, 3/4 sleeve cuff, Self-fabric collar",,,"60% polyester, 35% cotton and 5% Elastane",,,STB1051.jpg,,,,"Maroon, Black, Navy, Blue, White",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,35.17,50,33.17,100,31.77,250,28.41,,,,,,,,,,,75,,,,,,,,,,,,,
267,,Clothing Stock - Grace Collection Products Catalogue V98,,,,14MSTH3010A,Carbon Hoodie - Mens,,,,Apparel | Hoodies,,,NO,"320gsm, Matching fleece interface and jersey lined hood, Hood with adjustable drawstrings, 2 front pouch pockets, Ribbed cuff and waist",,,"65% Cotton, 35% Polyester, low pill fleece",,,STH3010.jpg,,,,"Navy, Black, Royal, Marble, White, Red",,,"XS,S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,39.83,50,36.61,100,36.29,250,30.28,,,,,,,,,,,75,,,,,,,,,,,,,
268,,Clothing Stock - Grace Collection Products Catalogue V99,,,,14MSTH3020A,Grange Hoodie - Mens,,,,Apparel | Hoodies,,,NO,"320gsm, Matching fleece interface and jersey lined hood, Hood with adjustable drawstrings, Full front concealed zipper, 2 front pouch pockets, Ribbed cuff and waist",,,"65% Cotton, 35% Polyester, low pill fleece",,,STH3020.jpg,,,,"Navy, Royal, White, Marble, Black",,,"S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,44,50,40.65,100,37.38,250,33.75,,,,,,,,,,,75,,,,,,,,,,,,,
269,,Clothing Stock - Grace Collection Products Catalogue V100,,,,14MSTH3030A,Viera Hoodie - Ladies ,,,,Apparel | Hoodies,,,NO,"320gsm, Matching fleece interface and jersey lined hood, Hood with adjustable drawstrings, Full front concealed zipper, 2 front pouch pockets, Ribbed cuff and waist",,,"65% Cotton, 35% Polyester, low pill fleece",,,STH3030.jpg,,,,"Black, White, Pink",,,"8,10,12,14,16,18",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,42.83,50,39.52,100,39.19,250,32.78,,,,,,,,,,,75,,,,,,,,,,,,,
270,,Clothing Stock - Grace Collection Products Catalogue V101,,,,14MSTH3040A,Vogue Hoodie - Unisex,,,,Apparel | Hoodies,,,NO,"190gsm, Matching colour jersey lined hood, Hood with adjustable drawstrings, Full front concealed zipper, 2 front pouch pockets, Ribbed cuff and waist",,,100% Cotton,,,STH3040.jpg,,,,"Red, Black, Navy, Royal, Marble, White",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,37.33,50,34.19,100,33.87,250,28.19,,,,,,,,,,,75,,,,,,,,,,,,,
271,,Clothing Stock - Grace Collection Products Catalogue V102,,,,14MSTH3050,Genesis Hoodies - Mens ,,,,Apparel | Hoodies,,,NO,"320gsm, Matching fleece interface and jersey lined hood, Contrast patter design on shoulder, piping and ribbed cuff, Hidden pocket on both sides",,,"65% polyester, 35% cotton, low pill fleece",,,STH3050.jpg,,,,"Royal-White, Black-Red, Navy-White",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,44.67,50,41.29,100,37.98,250,34.31,,,,,,,,,,,75,,,,,,,,,,,,,
272,,Clothing Stock - Grace Collection Products Catalogue V103,,,,14MSTH3050,Genesis Hoodies - Childrens ,,,,Apparel | Hoodies,,,NO,"320gsm, Matching fleece interface and jersey lined hood, Contrast patter design on shoulder, piping and ribbed cuff, Hidden pocket on both sides",,,"65% polyester, 35% cotton, low pill fleece",,,STH3050.jpg,,,,"Royal-White, Black-Red, Navy-White",,,"10,12,14",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,42.17,50,38.87,100,38.55,250,32.22,,,,,,,,,,,75,,,,,,,,,,,,,
273,,Clothing Stock - Grace Collection Products Catalogue V104,,,,14MSTH3055,Caprice Hoodie - Mens ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill fleece, Matching fleece interface, Contrast 100% cotton inner hood and drawstrings, Raglan style long sleeves, Panel design on front and back, Ribbed cuff and waist, Concealed pockets on both sides, 320gsm, For safety precautions, children's goodie does not come with adjustable drawstring",,,"40% Polyester, 60% cotton, low pill fleece",,,STH3055.jpg,,,,"Red-White-Black, Royal-White-Black, Black-White-Marble",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,50,50,46.45,100,42.76,250,38.75,,,,,,,,,,,75,,,,,,,,,,,,,
274,,Clothing Stock - Grace Collection Products Catalogue V105,,,,14MSTH3055,Caprice Hoodie - Childrens ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill fleece, Matching fleece interface, Contrast 100% cotton inner hood and drawstrings, Raglan style long sleeves, Panel design on front and back, Ribbed cuff and waist, Concealed pockets on both sides, 320gsm, For safety precautions, children's goodie does not come with adjustable drawstring",,,"40% Polyester, 60% cotton, low pill fleece",,,STH3055.jpg,,,,"Red-White-Black, Royal-White-Black, Black-White-Marble",,,"10,12,14",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,47.33,50,43.87,100,40.37,250,36.53,,,,,,,,,,,75,,,,,,,,,,,,,
275,,Clothing Stock - Grace Collection Products Catalogue V106,,,,14MSTH3060,Optima Hoodie - Mens ,,,,Apparel | Hoodies,,,NO,"320gsm, Matching fleece interface and jersey lined hood, Contrast 100% cotton inner hood, zipper, shoulder piping and adjustable drawstrings, 2 front pouch pockets, Premium ribbed cuff and waist",,,"65% polyester, 35% cotton, low pill fleece",,,STH3060.jpg,,,,"Marble-Navy, Black-Red, Navy-White",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,42.83,50,39.52,100,39.19,250,32.78,,,,,,,,,,,75,,,,,,,,,,,,,
276,,Clothing Stock - Grace Collection Products Catalogue V107,,,,14MSTH3060,Optima Hoodie - Childrens ,,,,Apparel | Hoodies,,,NO,"320gsm, Matching fleece interface and jersey lined hood, Contrast 100% cotton inner hood, zipper, shoulder piping and adjustable drawstrings, 2 front pouch pockets, Premium ribbed cuff and waist",,,"65% polyester, 35% cotton, low pill fleece",,,STH3060.jpg,,,,"Marble-Navy, Black-Red, Navy-White",,,"10,12,14",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,40.83,50,37.58,100,37.26,250,31.11,,,,,,,,,,,75,,,,,,,,,,,,,
277,,Clothing Stock - Grace Collection Products Catalogue V108,,,,14MSTH3065,Kyton Hoodie- Mens ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill polar fleece, Contrast fleece interface and inner hood with drawstrings, Raglan style long sleeves, Contrast stitching on front and back, Full concealed contrast zipper, Ribbed cuff and waist, 2 front pouch pockets,320 gsm, For safety precautions, children's hoodie does not come with adjustable drawstrings",,,"40%Polyester, 60% cotton, low pill polar fleece",,,STH3065.jpg,,,,"Emerald-Navy, Marble-Lime Green, Navy-Grey, Black-Red, Black-Orange",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,57.83,50,54.03,100,49.79,250,45.28,,,,,,,,,,,75,,,,,,,,,,,,,
278,,Clothing Stock - Grace Collection Products Catalogue V109,,,,14MSTH3065,Kyton Hoodie - Childrens ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill polar fleece, Contrast fleece interface and inner hood with drawstrings, Raglan style long sleeves, Contrast stitching on front and back, Full concealed contrast zipper, Ribbed cuff and waist, 2 front pouch pockets,320 gsm, For safety precautions, children's hoodie does not come with adjustable drawstrings",,,"40%Polyester, 60% cotton, low pill polar fleece",,,STH3065.jpg,,,,"Emerald-Navy, Marble-Lime Green, Navy-Grey, Black-Red, Black-Orange",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,55.67,50,51.94,100,47.85,250,43.47,,,,,,,,,,,75,,,,,,,,,,,,,
279,,Clothing Stock - Grace Collection Products Catalogue V110,,,,14MSTH3070,Sinclair Hoodie - Mens ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill fleece",,,"40% Polyester, 60% cotton, low pill fleece",,,STH3070.jpg,,,,"Red-Black, Royal-Black, Bottle-Gold, Marble-Black, Navy-Sky, Black-Marble",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,50,50,46.45,100,42.76,250,38.75,,,,,,,,,,,75,,,,,,,,,,,,,
280,,Clothing Stock - Grace Collection Products Catalogue V111,,,,14MSTH3070,Sinclair Hoodie - Ladies & Childrens ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill fleece, Contrast hood with metal eyelets and drawstrings, Extended neck warmer area, Matching 100% cotton inner hood and drawstrings, Contrast panel design on front sleeves and body only, extended full front contrast zipper, Ribbed cuff and waist, 320 gsm, For safety precautions, children's hoodie does not come with adjustable drawstring",,,"40% Polyester, 60% cotton, low pill fleece",,,STH3070.jpg,,,,"Red-Black, Royal-Black, Bottle-Gold, Marble-Black, Navy-Sky, Black-Marble",,,"8,10,12,14,16,18",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,48,50,44.52,100,40.97,250,37.08,,,,,,,,,,,75,,,,,,,,,,,,,
281,,Clothing Stock - Grace Collection Products Catalogue V112,,,,14MSTH3075,Calibri Hoodies - Mens ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill fleece, Matching fleece interface, Contrast 100% cotton inner hood and drawstrings, Contrast piping on front and back, 2 front pouch pockets with contrast piping, Ribbed cuff and waist, 320 gsm, For safety precautions, Children's hoodie does not come with adjustable drawstrings",,,"40% Polyester, 60% cotton, low pill fleece",,,STH3075.jpg,,,,"Black-Marble, Navy-White, Red-Black, Royal-Gold",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,45,50,41.61,100,38.28,250,34.58,,,,,,,,,,,75,,,,,,,,,,,,,
282,,Clothing Stock - Grace Collection Products Catalogue V113,,,,14MSTH3075,Calibri Hoodies - Childrens  ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill fleece, Matching fleece interface, Contrast 100% cotton inner hood and drawstrings, Contrast piping on front and back, 2 front pouch pockets with contrast piping, Ribbed cuff and waist, 320 gsm, For safety precautions, Children's hoodie does not come with adjustable drawstrings",,,"40% Polyester, 60% cotton, low pill fleece",,,STH3075.jpg,,,,"Black-Marble, Navy-White, Red-Black, Royal-Gold",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,42.83,50,39.52,100,39.19,250,32.78,,,,,,,,,,,75,,,,,,,,,,,,,
283,,Clothing Stock - Grace Collection Products Catalogue V114,,,,14MSTH3085,Alcove Hoodies - Mens ,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill fleece, Matching fleece interface and jersey lined hood, 100% cotton inner hood and drawstrings, Raglan style long sleeves, Panel design on front sleeves and body only, Ribbed 3 stripes design on each sleeve, Ribbed cuff and waist, 320 gsm, For safety precautions, Children's hoodie does not come with adjustable drawstring",,,"40% Polyester, 60% cotton, low pill fleece",,,STH3085.jpg,,,,"Black-Royal, Navy-White, Royal-Black",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,46.17,50,42.74,100,39.32,250,35.56,,,,,,,,,,,75,,,,,,,,,,,,,
284,,Clothing Stock - Grace Collection Products Catalogue V115,,,,14MSTH3085,Alcove Hoodies - Children,,,,Apparel | Hoodies,,,NO,"40% Polyester, 60% cotton, low pill fleece, Matching fleece interface and jersey lined hood, 100% cotton inner hood and drawstrings, Raglan style long sleeves, Panel design on front sleeves and body only, Ribbed 3 stripes design on each sleeve, Ribbed cuff and waist, 320 gsm, For safety precautions, Children's hoodie does not come with adjustable drawstring",,,"40% Polyester, 60% cotton, low pill fleece",,,STH3085.jpg,,,,"Black-Royal, Navy-White, Royal-Black",,,"10,12,14",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,44,50,40.65,100,37.38,250,33.75,,,,,,,,,,,75,,,,,,,,,,,,,
285,,Clothing Stock - Grace Collection Products Catalogue V116,,,,14MSTJ4000,Velocity Jacket - Mens ,,,,Apparel | Jackets,,,NO,"100% Polyester, Strip and piping design, Open pocket on both sides",,,100% Polyester,,,STJ4000_4002_sp4001_4003.jpg,,,,Black-White,,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,43.83,50,40.48,100,40.16,250,33.61,,,,,,,,,,,75,,,,,,,,,,,,,
286,,Clothing Stock - Grace Collection Products Catalogue V117,,,,14MSTJ4000,Velocity Jacket - Childrens ,,,,Apparel | Jackets,,,NO,"100% Polyester, Strip and piping design, Open pocket on both sides",,,100% Polyester,,,STJ4000_4002_sp4001_4003.jpg,,,,Black-White,,,"10,12,14",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,42.17,50,38.87,100,38.55,250,32.22,,,,,,,,,,,75,,,,,,,,,,,,,
287,,Clothing Stock - Grace Collection Products Catalogue V118,,,,14MSTJ4002,Speed Jacket - Ladies ,,,,Apparel | Jackets,,,NO,"100% Polyester, Piping design, Open pocket on both sides",,,100% Polyester,,,STJ4000_4002_sp4001_4003.jpg,,,,Black-Musk,,,"S,M,L,XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,39.5,50,36.29,100,35.97,250,30,,,,,,,,,,,75,,,,,,,,,,,,,
288,,Clothing Stock - Grace Collection Products Catalogue V119,,,,14MSTJ4002,Speed Jacket - Childrens,,,,Apparel | Jackets,,,NO,"100% Polyester, Piping design, Open pocket on both sides",,,100% Polyester,,,STJ4000_4002_sp4001_4003.jpg,,,,Black-Musk,,,"10,12,14",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,38.67,50,35.48,100,35.16,250,29.31,,,,,,,,,,,75,,,,,,,,,,,,,
289,,Clothing Stock - Grace Collection Products Catalogue V120,,,,14MSTJ4010,Legacy II Jacket - Unisex ,,,,Apparel | Jackets,,,NO,"Raglan sleeve with contrast piping and zipper design, Stowaway hood with adjustable drawstrings behind collar, Zippered pocket with puller on both sides, Elasticised cuff, Wind Proof",,,"Outer: 100% Polyester, Inner: 100% Polyester mesh lining",,,STJ4010.jpg,,,,"Black,White, Navy",,,"S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,50.5,50,46.94,100,43.21,250,39.17,,,,,,,,,,,75,,,,,,,,,,,,,
290,,Clothing Stock - Grace Collection Products Catalogue V121,,,,14MSTJ4017,Terrain Jacket - Unisex,,,,Apparel | Jackets,,,NO,"50% Polyester, 50% nylon outer shell, Breathable 100% polyester mesh inner lining, Contrast panel design on front and back, Reflective designs on front and back, Concealed contrast two-way zipper with chin guard, Contrast zippered side pocket, One internal zippered pocket, 2 thermal retention shock cord at hem",,,"50% Polyester, 50% nylon outer shell, Breathable 100% polyester mesh inner lining",,,STJ4017.jpg,,,,"Black-Red, Black-Orange, Black-Royal, Black-Grey, Black-Lime",,,"2XS,XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,80.81,50,78.87,100,72.82,250,66.67,,,,,,,,,,,75,,,,,,,,,,,,,
291,,Clothing Stock - Grace Collection Products Catalogue V122,,,,14MSTJ4020,Pinnacle Jacket - Unisex ,,,,Apparel | Jackets,,,NO,"Reversible, Contrast panel design on outer sleeves, 2-Way front zip, Two open pockets on both sides, Ribbed cuff, 3000MM waterproof rating, 5000G/M2 breathability rating, Wind Proof",,,"Outer: 100% Bonded Polyester, Inner: 100% Polyester anti-static low pill fleece",,,STJ4020.jpg,,,,"Black-Red, Royal-White, Red-Black, Navy-White",,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,62.17,50,58.23,100,53.68,250,48.89,,,,,,,,,,,75,,,,,,,,,,,,,
292,,Clothing Stock - Grace Collection Products Catalogue V123,,,,14MSTJ4030,Legacy Jacket - Unisex ,,,,Apparel | Jackets,,,NO,"Raglan sleeve with contrast piping and zipper design, Stowaway hood with adjustable drawstrings behind collar, Zippered pocket with puller on both sides, Elasticised cuff, Wind Proof",,,"Outer: 100% Polyester, Inner: 100% Polyester mesh lining",,,STJ4030.jpg,,,,"Navy-White, Black-Red, Black-White",,,"S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,58.5,50,54.68,100,50.39,250,45.83,,,,,,,,,,,75,,,,,,,,,,,,,
293,,Clothing Stock - Grace Collection Products Catalogue V124,,,,14MSTJ4040,Catalyst Jacket- Mens ,,,,Apparel | Jackets,,,NO,"1000MM waterproof rating, 1000G/M2 breathability rating, Two-way zipper, Front zippered pockets, Lycra-trimmed cuffs, Open hem, Zippered chest pocket, Gently contoured silhouette (Ladies Style), Princess seams (Ladies Style), No zippered chest pocket (Ladies Style)",,,"94% polyester, 6% spandex woven shell, 100% polyester microfleece lining",,,STJ4040_4041.jpg,,,,"Navy, Black",,,"S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,71.29,50,69.35,100,63.99,250,58.47,,,,,,,,,,,75,,,,,,,,,,,,,
294,,Clothing Stock - Grace Collection Products Catalogue V125,,,,14MSTJ4041,Catalyst Jacket - Ladies ,,,,Apparel | Jackets,,,NO,"1000MM waterproof rating, 1000G/M2 breathability rating, Two-way zipper, Front zippered pockets, Lycra-trimmed cuffs, Open hem, Zippered chest pocket, Gently contoured silhouette (Ladies Style), Princess seams (Ladies Style), No zippered chest pocket (Ladies Style)",,,"94% polyester, 6% spandex woven shell, 100% polyester microfleece lining",,,STJ4040_4041.jpg,,,,"Navy, Black",,,"S,M,L,XL,2XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,69.35,50,67.42,100,62.2,250,56.81,,,,,,,,,,,75,,,,,,,,,,,,,
295,,Clothing Stock - Grace Collection Products Catalogue V126,,,,14MSTJ4050,Escapade Jacket- Mens ,,,,Apparel | Jackets,,,NO,"Two-way zipper with ergonomic pull, Interior chest pocket, sleeve storage pocket and side zippered pockets, Adjustable tab cuffs with hook and loop closures, Open hem with drawcord and toggle for adjustability, Stowaway hood, Gently contoured silhouette (Ladies Style), No sleeve storage pocket (Ladies Style)",,,"100% polyester twill with PU coating, Mesh upper-body lining, nylon lower body and sleeve lining",,,STJ4050_4051.jpg,,,,"Black-Red, Black-Grey, Black",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,90.32,50,81.94,100,75.83,250,74.86,,,,,,,,,,,75,,,,,,,,,,,,,
