member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1, Sell Price ,qty_2, sell 2 ,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL,
,,,,,27,103M100245,Budget Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Plastic Keyrings,,,No,Affordable hard plastic key ring.,,,,W 32mm x L 70mm x 2mm (Dia 25mm ring).,Loose packed.,100245-0.jpg,100245-1.jpg|100245-1.jpg|100245-2.jpg|100245-3.jpg|100245-4.jpg|100245-5.jpg,,white|yellow|red|Blue|green,white|yellow|red|Blue|green,100245-1.jpg|100245-1.jpg|100245-2.jpg|100245-3.jpg|100245-4.jpg|100245-5.jpg,,,,,Pad Print|Resin Coated Finish,Pad Print 45mm x 20mm on both sides.|Resin Coated Finish 55mm x 26mm (plus bleed if required).,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,1.09,500,1.07,1000,1.06,2500,0.97,5000,0.88,,,,,,,Pad Print,0.12,100,Pad Print,0.12,,21,28,45,6.5,1000,0.0265,,,http://www.trendscollection.co.nz/item/100245,,
,,,,,27,103M100245,Budget Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Plastic Keyrings,,,No,Affordable hard plastic key ring.,,,,W 32mm x L 70mm x 2mm (Dia 25mm ring).,Loose packed.,100245-0.jpg,100245-1.jpg|100245-1.jpg|100245-2.jpg|100245-3.jpg|100245-4.jpg|100245-5.jpg,,white|yellow|red|Blue|green,white|yellow|red|Blue|green,100245-1.jpg|100245-1.jpg|100245-2.jpg|100245-3.jpg|100245-4.jpg|100245-5.jpg,,,,,Pad Print|Resin Coated Finish,Pad Print 45mm x 20mm on both sides.|Resin Coated Finish 55mm x 26mm (plus bleed if required).,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1.37,500,1.35,1000,1.33,2500,1.23,5000,1.12,,,,,,,Resin Coated Finish,0.4,50,,,,21,28,45,6.5,1000,0.0265,,,http://www.trendscollection.co.nz/item/100245,,
,,,,,28,103M100251,Vinyl Key Tag,,Key Rings,Key Rings/Key Rings,Keyrings | Plastic Keyrings,,,No,Flexible vinyl key tag with a removable cardboard insert which slips into the back of the key ring. It is ideal for recording vehicle or accommodation information and there is plenty of room for branding on the front.,,,,W 33mm x L 83mm x 1mm (Dia 17mm ring). ,Loose packed.,100251-0.jpg,100251-1.jpg|100251-1.jpg|100251-2.jpg|100251-3.jpg|100251-4.jpg|100251-5.jpg|100251-6.jpg,,white|yellow|red|green|Blue|Black,white|yellow|red|green|Blue|Black,100251-1.jpg|100251-1.jpg|100251-2.jpg|100251-3.jpg|100251-4.jpg|100251-5.jpg|100251-6.jpg,,,,,Pad Print,Pad Print 50mm x 20mm.,,,,,,,1 Position,1 Colour,Pad Print,,,250,,250,0.8,500,0.78,1000,0.76,2500,0.69,5000,0.68,,,,,,,Printing Per Col/Pos,0.12,50,,,,14,25,54,7.4,2500,0.0189,,,http://www.trendscollection.co.nz/item/100251,,
,,,,,29,103M100292,Lens Key Ring - Rectangle ,,Key Rings,Key Rings/Key Rings,Keyrings | Plastic Keyrings,,,No,Robust clear plastic key ring which is branded on both sides in full colour at no extra cost. The branding is inside the case so the print will never wear off.,,,,W 35mm x L 55mm x 6mm (Dia 25mm ring).,Loose packed.,100292-0.jpg,,,clear,clear,,,,,,Digital Print,Digital Print 43mm x 28mm (plus bleed if required).,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1.18,500,1.14,1000,1.11,2500,1,5000,0.9,,,,,,,Full Colour Insert,0,50,,0,,24,28,51,14,1000,0.0343,,,http://www.trendscollection.co.nz/item/100292,,
,,,,,30,103M100294,Lens Key Ring - Square ,,Key Rings,Key Rings/Key Rings,Keyrings | Plastic Keyrings,,,No,Robust clear plastic key ring which is branded on both sides in full colour at no extra cost. The branding is inside the case so the print will never wear off.,,,,W 41mm x L 46mm x 5mm (Dia 25mm ring).,Loose packed.,100294-0.jpg,,,clear,clear,,,,,,Digital Print,Digital Print 34mm x 34mm (plus bleed if required).,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1.18,500,1.14,1000,1.11,2500,1,5000,0.9,,,,,,,Full Colour Insert,0,50,,0,,24,28,51,14,1000,0.0343,,,http://www.trendscollection.co.nz/item/100294,,
,,,,,31,103M100296,Mini Cutter Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Plastic Keyrings,,,No,"Mini retractable cutter which has a safety lock mechanism and a key ring.
",,,,W 30mm x L 70mm x 8mm (Dia 25mm ring).,Loose packed.,100296-0.jpg,100296-1.jpg|100296-1.jpg,,clear,clear,100296-1.jpg|100296-1.jpg,,,,,Pad Print,Pad Print 45mm x 18mm.,,,,,,,1 Position,1 Colour,Pad Print,,,250,,250,1.3,500,1.28,1000,1.26,2500,1.16,5000,1.06,,,,,,,Printing Per Col/Pos,0.12,50,,,,25,26,61,11.5,1000,0.0397,,,http://www.trendscollection.co.nz/item/100296,,
,,,,,32,103M100300,Floating Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Plastic Keyrings,,,No,"Buoy shaped key ring which will keep a set of keys afloat. It is ideal for boats or people working on or near water.
",,,,Dia 48mm x L 91mm (Dia 25mm ring).,Loose packed.,100300-0.jpg,100300-1.jpg|100300-1.jpg|100300-2.jpg,,white|yellow,white|yellow,100300-1.jpg|100300-1.jpg|100300-2.jpg,,,,,Pad Print|Screen Print,Pad Print 35mm circle.|Screen Print 60mm x 35mm (one colour).,,,,,,,1 Position,1 Colour,Pad Print ,,,100,,100,2.15,250,2.13,500,2.11,1000,1.95,2500,1.79,,,,,,,Printing Per Col/Pos,0.25,50,,,,33,46,56,8.4,450,0.085,,,http://www.trendscollection.co.nz/item/100300,,
,,,,,33,103M100306,House Tape Measure Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Tools Keyrings,,,No,One metre house shaped locking tape measure key ring with both centimetres and inches on the metal tape. ,,,,W 48mm x L 53mm x 15mm (Dia 25mm ring).,Loose packed.,100306-0.jpg,,,white,white,,,,,,Pad Print|Resin Coated Finish,Pad Print 30mm x 19mm.|Resin Coated Finish 40mm x 27mm (plus bleed if required).,,,,,,,1 Position,1 Colour,Pad Print ,,,100,,100,1.95,250,1.92,500,1.89,1000,1.73,2500,1.57,,,,,,,Printing Per Col/Pos,0.2,50,,,,27,34,34,11.9,500,0.0312,,,http://www.trendscollection.co.nz/item/100306,,
,,,,,33,103M100306,House Tape Measure Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Tools Keyrings,,,No,One metre house shaped locking tape measure key ring with both centimetres and inches on the metal tape. ,,,,W 48mm x L 53mm x 15mm (Dia 25mm ring).,Loose packed.,100306-0.jpg,,,white,white,,,,,,Pad Print|Resin Coated Finish,Pad Print 30mm x 19mm.|Resin Coated Finish 40mm x 27mm (plus bleed if required).,,,,,,,2 Position,1 Colour,Pad Print,,,100,,100,2.3,250,2.27,500,2.23,1000,2.05,2500,1.87,,,,,,,Pad Print,0.2,100,Pad Print,0.2,,27,34,34,11.9,500,0.0312,,,http://www.trendscollection.co.nz/item/100306,,
,,,,,33,103M100306,House Tape Measure Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Tools Keyrings,,,No,One metre house shaped locking tape measure key ring with both centimetres and inches on the metal tape. ,,,,W 48mm x L 53mm x 15mm (Dia 25mm ring).,Loose packed.,100306-0.jpg,,,white,white,,,,,,Pad Print|Resin Coated Finish,Pad Print 30mm x 19mm.|Resin Coated Finish 40mm x 27mm (plus bleed if required).,,,,,,,1 Position,Full Colour,Digital Print,,,100,,100,2.3,250,2.27,500,2.23,1000,2.05,2500,1.87,,,,,,,Resin Coated Finish,0.4,50,,,,27,34,34,11.9,500,0.0312,,,http://www.trendscollection.co.nz/item/100306,,
,,,,,34,103M100308,Tape Measure Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Tools Keyrings,,,No,"Small two metre tape measure with a key ring which has both centimetres and inches on the metal tape.
",,,,W 44mm x L 44mm x 11mm (Dia 24mm Ring).,Loose packed.,100308-0.jpg,,,white,white,,,,,,Pad Print|Direct Digital|Direct Digital,Pad Print 30mm x 30mm.|Direct Digital Front - 35mm x 35mm.|Direct Digital Back - 35mm x 32mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,100,,100,1.89,250,1.85,500,1.82,1000,1.66,2500,1.51,,,,,,,Printing Per Col/Pos,0.2,50,,,,23,29,29,14,500,0.0193,,,http://www.trendscollection.co.nz/item/100308,,
,,,,,34,103M100308,Tape Measure Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Tools Keyrings,,,No,"Small two metre tape measure with a key ring which has both centimetres and inches on the metal tape.
",,,,W 44mm x L 44mm x 11mm (Dia 24mm Ring).,Loose packed.,100308-0.jpg,,,white,white,,,,,,Pad Print|Direct Digital|Direct Digital,Pad Print 30mm x 30mm.|Direct Digital Front - 35mm x 35mm.|Direct Digital Back - 35mm x 32mm.,,,,,,,2 Position,1 Colour,Pad Print,,,100,,100,2.23,250,2.2,500,2.16,1000,1.98,2500,1.81,,,,,,,Pad Print,0.2,100,Pad Print,0.2,,23,29,29,14,500,0.0193,,,http://www.trendscollection.co.nz/item/100308,,
,,,,,34,103M100308,Tape Measure Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Tools Keyrings,,,No,"Small two metre tape measure with a key ring which has both centimetres and inches on the metal tape.
",,,,W 44mm x L 44mm x 11mm (Dia 24mm Ring).,Loose packed.,100308-0.jpg,,,white,white,,,,,,Pad Print|Direct Digital|Direct Digital,Pad Print 30mm x 30mm.|Direct Digital Front - 35mm x 35mm.|Direct Digital Back - 35mm x 32mm.,,,,,,,1 Position,Full Colour,Direct Digital,,,100,,100,2.06,250,2.02,500,1.99,1000,1.82,2500,1.66,,,,,,,Direct Digital,0.3,50,,,,23,29,29,14,500,0.0193,,,http://www.trendscollection.co.nz/item/100308,,
,,,,,35,103M100316,Rectangular Metal Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Metal Keyrings,,,No,"Rectangular metal key ring with a plated shiny chrome finish which is nicely presented in a black gift box. It can be branded on one side with a resin coated finish or laser engraved on both sides.
",,,,W 28mm x L 49mm x 4mm (Dia 34mm ring).,Gift box.,100316-0.jpg,100316-1.jpg|100316-1.jpg,,silver,silver,100316-1.jpg|100316-1.jpg,,,,,Laser Engraving|Resin Coated Finish,Laser Engraving 30mm x 18mm.|Resin Coated Finish 31mm x 20mm (plus bleed if required).,,,,,,,1 Position,Tone on Tone,Laser Engrave,,,100,,100,3.46,250,3.44,500,3.43,1000,3.18,2500,2.93,,,,,,,Engraving Per Position,0.4,50,,,,37,24,28,9,200,0.0249,,,http://www.trendscollection.co.nz/item/100316,,
,,,,,36,103M100318,Spinning Metal Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Metal Keyrings,,,No,Oval metal key ring with a plated shiny chrome finish and an inner part that spins. The inner spinning part is branded on both sides with a resin coated finish and it is nicely presented in a black gift box.,,,,W 31mm x L 58mm x 5mm (Dia 34mm ring).,Gift box.,100318-0.jpg,100318-1.jpg|100318-1.jpg,,silver,silver,100318-1.jpg|100318-1.jpg,,,,,Resin Coated Finish,Resin Coated Finish29.5mm x 18mm oval(plus bleed if required).,,,,,,,1 Position,Full Colour,Resin Coated Finish,,,100,,100,4.33,250,4.08,500,4.15,1000,3.79,2500,3.19,,,,,,,Resin Coated Finish,0.4,50,,,,37,24,28,7.8,200,0.0249,,,http://www.trendscollection.co.nz/item/100318,,
,,,,,37,103M100322,House Metal Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Metal Keyrings,,,No,"House shaped metal key ring with a plated shiny chrome finish which is nicely presented in a black gift box. It can be branded with a resin coated finish or laser engraved to a natural etch.
",,,,W 42mm x L 44mm x 4mm (Dia 34mm ring).,Gift box.,100322-0.jpg,100322-1.jpg|100322-1.jpg|100322-2.jpg,,silver,silver,100322-1.jpg|100322-1.jpg|100322-2.jpg,,,,,Laser Engraving|Resin Coated Finish,Laser Engraving 18mm x 23mm.|Resin Coated Finish Please refer to template.,,,,,,,1 Position,Tone on Tone,Laser Engrave,,,100,,100,3.62,250,3.45,500,3.55,1000,3.27,2500,2.79,,,,,,,Engraving Per Position,0.4,50,,,,37,24,28,10.2,200,0.0249,,,http://www.trendscollection.co.nz/item/100322,,
,,,,,38,103M100324,Drop Metal Key Ring,,Key Rings,Key Rings/Key Rings,Keyrings | Metal Keyrings,,,No,Water drop shaped metal key ring with a plated satin chrome finish which is nicely presented in a black gift box. It is branded on both sides with a resin coated finish. ,,,,W 31mm x L 50mm x 5mm (Dia 34mm ring).,Gift box.,100324-0.jpg,100324-1.jpg|100324-1.jpg,,silver,silver,100324-1.jpg|100324-1.jpg,,,,,Resin Coated Finish,Resin Coated Finish 31.5mm x 23mm (plus bleed if required).,,,,,,,1 Position,Full Colour,Resin Coated Finish,,,100,,100,4.24,250,4.02,500,4.1,1000,3.76,2500,3.18,,,,,,,Resin Coated Finish,0,50,,0,,37,24,28,7.8,200,0.0249,,,http://www.trendscollection.co.nz/item/100324,,
,,,,,39,103M100375,Lollipops,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Lollipops,,,No,"Delicious 9 gram New Zealand made lollipops available in a range of flavours:<br><br>
Yellow:      Lemon Flavour<br>
Orange:   Orange Flavour<br>
Red:         Strawberry Flavour<br>
Green:      Lime Flavour<br>
Blue:         Tropical Flavour<br>
Purple:      Passionfruit  Flavour

",,,,W 50mm x L 117mm x 9mm.,Loose packed.,100375-0.jpg,100375-1.jpg|100375-1.jpg|100375-2.jpg|100375-3.jpg|100375-4.jpg|100375-5.jpg|100375-6.jpg,,yellow|orange|red|bright green|green|light blue|Blue|purple,yellow|orange|red|bright green|green|light blue|Blue|purple,100375-1.jpg|100375-1.jpg|100375-2.jpg|100375-3.jpg|100375-4.jpg|100375-5.jpg|100375-6.jpg,,,,,Digital Label,Digital Label 26mm circle (plus bleed if required).,,,,,,,1 Position,Full Colour,Digital Label,,,500,,500,0.36,1000,0.35,2500,0.33,5000,0.3,10000,0.27,,,,,,,Digital Label,0.05,50,,,,28,34,43,16,1000,0.0409,,,http://www.trendscollection.co.nz/item/100375,,
,,,,,40,103M100390,House Mints,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,House shaped mint container which is filled with seven grams (approximately 50 pcs) of sugar free mints. Full ingredient and nutritional information is included on the back of the card. ,,,,W 63mm x L 72mm x 6mm.,Loose packed.,100390-0.jpg,,,clear,clear,,,,,,Pad Print|Direct Digital,Pad Print 40mm x 40mm.|Direct Digital Please refer to template.,,,,,,,1 Position,1 Colour,Pad Print ,,,250,,250,0.99,500,0.97,1000,0.95,2500,0.87,5000,0.79,,,,,,,Printing Per Col/Pos,0.15,50,,,,9,27,34,3.3,200,0.0083,,,http://www.trendscollection.co.nz/item/100390,,
,,,,,40,103M100390,House Mints,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,House shaped mint container which is filled with seven grams (approximately 50 pcs) of sugar free mints. Full ingredient and nutritional information is included on the back of the card. ,,,,W 63mm x L 72mm x 6mm.,Loose packed.,100390-0.jpg,,,clear,clear,,,,,,Pad Print|Direct Digital,Pad Print 40mm x 40mm.|Direct Digital Please refer to template.,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,1.25,500,1.23,1000,1.21,2500,1.11,5000,1.02,,,,,,,Printing Per Col/Pos,0.15,100,Full Colour Per Position,0.15,,9,27,34,3.3,200,0.0083,,,http://www.trendscollection.co.nz/item/100390,,
,,,,,40,103M100390,House Mints,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,House shaped mint container which is filled with seven grams (approximately 50 pcs) of sugar free mints. Full ingredient and nutritional information is included on the back of the card. ,,,,W 63mm x L 72mm x 6mm.,Loose packed.,100390-0.jpg,,,clear,clear,,,,,,Pad Print|Direct Digital,Pad Print 40mm x 40mm.|Direct Digital Please refer to template.,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1.07,500,1.06,1000,1.04,2500,0.95,5000,0.87,,,,,,,Digital Print,0.2,50,Full Colour Per Position,,,9,27,34,3.3,200,0.0083,,,http://www.trendscollection.co.nz/item/100390,,
,,,,,40,103M100390,House Mints,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,House shaped mint container which is filled with seven grams (approximately 50 pcs) of sugar free mints. Full ingredient and nutritional information is included on the back of the card. ,,,,W 63mm x L 72mm x 6mm.,Loose packed.,100390-0.jpg,,,clear,clear,,,,,,Pad Print|Direct Digital,Pad Print 40mm x 40mm.|Direct Digital Please refer to template.,,,,,,,2 Position,Full Colour,Digital Print,,,250,,250,1.42,500,1.4,1000,1.38,2500,1.27,5000,1.17,,,,,,,Digital Print,0.2,100,Full Colour Per Position,0.2,,9,27,34,3.3,200,0.0083,,,http://www.trendscollection.co.nz/item/100390,,
,,,,,41,103M100399,High Mint Tin,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,Stylish flip top tin filled with 30 grams of peppermints. Full ingredient and nutritional information is printed on the back of the tin. ,,,,W 32mm x H 85mm x 21mm.,Loose packed.,100399-0.jpg,,,silver,silver,,,,,,Pad Print,Pad Print 50mm x 18mm.,,,,,,,1 Position,1 Colour,Pad Print,,,100,,100,2.87,250,2.84,500,2.8,1000,2.58,2500,2.36,,,,,,,Printing Per Col/Pos,0.15,50,,,,10,26,42,6.4,120,0.0109,,,http://www.trendscollection.co.nz/item/100399,,
,,,,,42,103M100401,Mint Card,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,Plastic card which is filled with seven grams (approximately 50pcs) of sugar free mints. Full ingredient and nutritional information is printed on the back of the card. ,,,,W 78mm x W 48mm x 6mm.,Loose packed.,100401-0.jpg,100401-1.jpg|100401-1.jpg|100401-2.jpg|100401-3.jpg|100401-4.jpg|100401-5.jpg|100401-6.jpg|100401-7.jpg|100401-8.jpg|100401-9.jpg,,white|clear|yellow|pink|red|bright green|green|purple|Blue|Black,white|clear|yellow|pink|red|bright green|green|purple|Blue|Black,100401-1.jpg|100401-1.jpg|100401-2.jpg|100401-3.jpg|100401-4.jpg|100401-5.jpg|100401-6.jpg|100401-7.jpg|100401-8.jpg|100401-9.jpg,,,,,Pad Print|Direct Digital,Pad Print 55mm x 35mm.|Direct Digital 74mm x 44mm.,,,,,,,1 Position,1 Colour,Pad Print ,,,250,,250,0.99,500,0.97,1000,0.95,2500,0.87,5000,0.79,,,,,,,Printing Per Col/Pos,0.15,50,,,,29,33,35,16.3,1000,0.0335,,,http://www.trendscollection.co.nz/item/100401,,
,,,,,42,103M100401,Mint Card,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,Plastic card which is filled with seven grams (approximately 50pcs) of sugar free mints. Full ingredient and nutritional information is printed on the back of the card. ,,,,W 78mm x W 48mm x 6mm.,Loose packed.,100401-0.jpg,100401-1.jpg|100401-1.jpg|100401-2.jpg|100401-3.jpg|100401-4.jpg|100401-5.jpg|100401-6.jpg|100401-7.jpg|100401-8.jpg|100401-9.jpg,,white|clear|yellow|pink|red|bright green|green|purple|Blue|Black,white|clear|yellow|pink|red|bright green|green|purple|Blue|Black,100401-1.jpg|100401-1.jpg|100401-2.jpg|100401-3.jpg|100401-4.jpg|100401-5.jpg|100401-6.jpg|100401-7.jpg|100401-8.jpg|100401-9.jpg,,,,,Pad Print|Direct Digital,Pad Print 55mm x 35mm.|Direct Digital 74mm x 44mm.,,,,,,,2 Position,1 Colour,Pad Print,,,250,,250,1.25,500,1.23,1000,1.21,2500,1.11,5000,1.02,,,,,,,Printing Per Col/Pos,0.15,100,Direct Digital Per Position,0.15,,29,33,35,16.3,1000,0.0335,,,http://www.trendscollection.co.nz/item/100401,,
,,,,,42,103M100401,Mint Card,,Promotion,Promotion/Confectionery,Confectionery & Edible Promotions | Mints,,,No,Plastic card which is filled with seven grams (approximately 50pcs) of sugar free mints. Full ingredient and nutritional information is printed on the back of the card. ,,,,W 78mm x W 48mm x 6mm.,Loose packed.,100401-0.jpg,100401-1.jpg|100401-1.jpg|100401-2.jpg|100401-3.jpg|100401-4.jpg|100401-5.jpg|100401-6.jpg|100401-7.jpg|100401-8.jpg|100401-9.jpg,,white|clear|yellow|pink|red|bright green|green|purple|Blue|Black,white|clear|yellow|pink|red|bright green|green|purple|Blue|Black,100401-1.jpg|100401-1.jpg|100401-2.jpg|100401-3.jpg|100401-4.jpg|100401-5.jpg|100401-6.jpg|100401-7.jpg|100401-8.jpg|100401-9.jpg,,,,,Pad Print|Direct Digital,Pad Print 55mm x 35mm.|Direct Digital 74mm x 44mm.,,,,,,,1 Position,Full Colour,Digital Print,,,250,,250,1.07,500,1.06,1000,1.04,2500,0.95,5000,0.87,,,,,,,Digital Print,0.2,50,Direct Digital Per Position,,,29,33,35,16.3,1000,0.0335,,,http://www.trendscollection.co.nz/item/100401,,
